Var1,Var2,value
log(Raw Flow (MLD)),log(TOC (mg/L)),0
log(TS (mg/L)),log(TOC (mg/L)),0
pH_Grab,log(TOC (mg/L)),0.19761732
log(Turbidity (NTU)),log(TOC (mg/L)),0.53313536
log(TSS (mg/L)),log(TOC (mg/L)),0.02732292
log(BOD (mg/L)),log(TOC (mg/L)),0
log(cBOD (mg/L)),log(TOC (mg/L)),2.57E-06
log(sCOD (mg/L)),log(TOC (mg/L)),0.00178184
log(COD (mg/L)),log(TOC (mg/L)),0.00178184
log(NH4-N (mg/L)),log(TOC (mg/L)),0
log(NOx-N (mg/L)),log(TOC (mg/L)),0
log(PO4-P (mg/L)),log(TOC (mg/L)),0.00178184
log(TP (mg/L)),log(TOC (mg/L)),0.03916288
log(TOC (mg/L)),log(TOC (mg/L)),NA
log(TN (mg/L)),log(TOC (mg/L)),0
log(Grab Flow (MLD)),log(TOC (mg/L)),0.19761732
log(Grab Temp (C)),log(TOC (mg/L)),0.316642915
log(Filtered UVT_Grab (%)),log(TOC (mg/L)),0.00178184
log(E-coli (MPN/mL)),log(TOC (mg/L)),2.57E-06
log(Fecal (MPN/mL)),log(TOC (mg/L)),0.19761732
Cumulative 3-day pre-sampling-day precip (mm),log(TOC (mg/L)),0.003094087
log(Mean temp (K)),log(TOC (mg/L)),0
Adeno_logGCpermLsample,log(TN (mg/L)),0.185313175
CrAss_logGCpermLsample,log(TN (mg/L)),0.457295869
PMMV_logGCpermLsample,log(TN (mg/L)),0.00292729
uidA_logGCpermLsample,log(TN (mg/L)),0.304428365
log(Raw Flow (MLD)),log(TN (mg/L)),0
log(TS (mg/L)),log(TN (mg/L)),0
pH_Grab,log(TN (mg/L)),0.19761732
log(Turbidity (NTU)),log(TN (mg/L)),0.53313536
log(TSS (mg/L)),log(TN (mg/L)),0.02732292
log(BOD (mg/L)),log(TN (mg/L)),0
log(cBOD (mg/L)),log(TN (mg/L)),2.57E-06
log(sCOD (mg/L)),log(TN (mg/L)),0.00178184
log(COD (mg/L)),log(TN (mg/L)),0.00178184
log(NH4-N (mg/L)),log(TN (mg/L)),0
log(NOx-N (mg/L)),log(TN (mg/L)),0
log(PO4-P (mg/L)),log(TN (mg/L)),0.00178184
log(TP (mg/L)),log(TN (mg/L)),0.03916288
log(TOC (mg/L)),log(TN (mg/L)),0
log(TN (mg/L)),log(TN (mg/L)),NA
log(Grab Flow (MLD)),log(TN (mg/L)),0.19761732
log(Grab Temp (C)),log(TN (mg/L)),0.316642915
log(Filtered UVT_Grab (%)),log(TN (mg/L)),0.00178184
log(E-coli (MPN/mL)),log(TN (mg/L)),2.57E-06
log(Fecal (MPN/mL)),log(TN (mg/L)),0.19761732
Cumulative 3-day pre-sampling-day precip (mm),log(TN (mg/L)),0.003094087
log(Mean temp (K)),log(TN (mg/L)),0
Adeno_logGCpermLsample,log(Grab Flow (MLD)),0.500316222
CrAss_logGCpermLsample,log(Grab Flow (MLD)),0.78955667
PMMV_logGCpermLsample,log(Grab Flow (MLD)),0.545052703
uidA_logGCpermLsample,log(Grab Flow (MLD)),0.211824469
log(Raw Flow (MLD)),log(Grab Flow (MLD)),0.19761732
log(TS (mg/L)),log(Grab Flow (MLD)),0.19761732
pH_Grab,log(Grab Flow (MLD)),0.19761732
log(Turbidity (NTU)),log(Grab Flow (MLD)),0.00178184
log(TSS (mg/L)),log(Grab Flow (MLD)),0.316642915
log(BOD (mg/L)),log(Grab Flow (MLD)),0.19761732
log(cBOD (mg/L)),log(Grab Flow (MLD)),0.316642915
log(sCOD (mg/L)),log(Grab Flow (MLD)),0.53313536
log(COD (mg/L)),log(Grab Flow (MLD)),0.53313536
log(NH4-N (mg/L)),log(Grab Flow (MLD)),0.19761732
log(NOx-N (mg/L)),log(Grab Flow (MLD)),0.19761732
log(PO4-P (mg/L)),log(Grab Flow (MLD)),0.53313536
log(TP (mg/L)),log(Grab Flow (MLD)),0.19761732
log(TOC (mg/L)),log(Grab Flow (MLD)),0.19761732
log(TN (mg/L)),log(Grab Flow (MLD)),0.19761732
log(Grab Flow (MLD)),log(Grab Flow (MLD)),NA
log(Grab Temp (C)),log(Grab Flow (MLD)),0.510729215
log(Filtered UVT_Grab (%)),log(Grab Flow (MLD)),0.53313536
log(E-coli (MPN/mL)),log(Grab Flow (MLD)),0.744399229
log(Fecal (MPN/mL)),log(Grab Flow (MLD)),0.19761732
Cumulative 3-day pre-sampling-day precip (mm),log(Grab Flow (MLD)),0.003094087
log(Mean temp (K)),log(Grab Flow (MLD)),0.19761732
Adeno_logGCpermLsample,log(Grab Temp (C)),0.00041356
CrAss_logGCpermLsample,log(Grab Temp (C)),2.02E-05
PMMV_logGCpermLsample,log(Grab Temp (C)),0.523066897
uidA_logGCpermLsample,log(Grab Temp (C)),0.008690937
log(Raw Flow (MLD)),log(Grab Temp (C)),0.316642915
log(TS (mg/L)),log(Grab Temp (C)),0.316642915
pH_Grab,log(Grab Temp (C)),0.006153041
log(Turbidity (NTU)),log(Grab Temp (C)),0.006153041
log(TSS (mg/L)),log(Grab Temp (C)),0.00076012
log(BOD (mg/L)),log(Grab Temp (C)),0.316642915
log(cBOD (mg/L)),log(Grab Temp (C)),0.863842318
log(sCOD (mg/L)),log(Grab Temp (C)),0.510729215
log(COD (mg/L)),log(Grab Temp (C)),0.510729215
log(NH4-N (mg/L)),log(Grab Temp (C)),0.316642915
log(NOx-N (mg/L)),log(Grab Temp (C)),0.316642915
log(PO4-P (mg/L)),log(Grab Temp (C)),0.02732292
log(TP (mg/L)),log(Grab Temp (C)),0.744399229
log(TOC (mg/L)),log(Grab Temp (C)),0.316642915
log(TN (mg/L)),log(Grab Temp (C)),0.316642915
log(Grab Flow (MLD)),log(Grab Temp (C)),0.510729215
log(Grab Temp (C)),log(Grab Temp (C)),NA
log(Filtered UVT_Grab (%)),log(Grab Temp (C)),0.510729215
log(E-coli (MPN/mL)),log(Grab Temp (C)),0.097854614
log(Fecal (MPN/mL)),log(Grab Temp (C)),2.57E-06
Cumulative 3-day pre-sampling-day precip (mm),log(Grab Temp (C)),0.39211222
log(Mean temp (K)),log(Grab Temp (C)),0.316642915
Adeno_logGCpermLsample,log(Filtered UVT_Grab (%)),1
CrAss_logGCpermLsample,log(Filtered UVT_Grab (%)),0.339596646
PMMV_logGCpermLsample,log(Filtered UVT_Grab (%)),1.38E-07
uidA_logGCpermLsample,log(Filtered UVT_Grab (%)),0.416105705
log(Raw Flow (MLD)),log(Filtered UVT_Grab (%)),0.00178184
log(TS (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
pH_Grab,log(Filtered UVT_Grab (%)),0.00178184
log(Turbidity (NTU)),log(Filtered UVT_Grab (%)),0.19761732
log(TSS (mg/L)),log(Filtered UVT_Grab (%)),0.316642915
log(BOD (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(cBOD (mg/L)),log(Filtered UVT_Grab (%)),2.57E-06
log(sCOD (mg/L)),log(Filtered UVT_Grab (%)),0
log(COD (mg/L)),log(Filtered UVT_Grab (%)),0
log(NH4-N (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(NOx-N (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(PO4-P (mg/L)),log(Filtered UVT_Grab (%)),0.03916288
log(TP (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(TOC (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(TN (mg/L)),log(Filtered UVT_Grab (%)),0.00178184
log(Grab Flow (MLD)),log(Filtered UVT_Grab (%)),0.53313536
log(Grab Temp (C)),log(Filtered UVT_Grab (%)),0.510729215
log(Filtered UVT_Grab (%)),log(Filtered UVT_Grab (%)),NA
log(E-coli (MPN/mL)),log(Filtered UVT_Grab (%)),0.006153041
log(Fecal (MPN/mL)),log(Filtered UVT_Grab (%)),1
Cumulative 3-day pre-sampling-day precip (mm),log(Filtered UVT_Grab (%)),0.003094087
log(Mean temp (K)),log(Filtered UVT_Grab (%)),0.00178184
Adeno_logGCpermLsample,log(E-coli (MPN/mL)),0.047879368
CrAss_logGCpermLsample,log(E-coli (MPN/mL)),0.22899397
PMMV_logGCpermLsample,log(E-coli (MPN/mL)),0.008690937
uidA_logGCpermLsample,log(E-coli (MPN/mL)),0.331312746
log(Raw Flow (MLD)),log(E-coli (MPN/mL)),2.57E-06
log(TS (mg/L)),log(E-coli (MPN/mL)),2.57E-06
pH_Grab,log(E-coli (MPN/mL)),0.510729215
log(Turbidity (NTU)),log(E-coli (MPN/mL)),0.744399229
log(TSS (mg/L)),log(E-coli (MPN/mL)),0.00076012
log(BOD (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(cBOD (mg/L)),log(E-coli (MPN/mL)),0.000110374
log(sCOD (mg/L)),log(E-coli (MPN/mL)),0.006153041
log(COD (mg/L)),log(E-coli (MPN/mL)),0.006153041
log(NH4-N (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(NOx-N (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(PO4-P (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(TP (mg/L)),log(E-coli (MPN/mL)),0.006153041
log(TOC (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(TN (mg/L)),log(E-coli (MPN/mL)),2.57E-06
log(Grab Flow (MLD)),log(E-coli (MPN/mL)),0.744399229
log(Grab Temp (C)),log(E-coli (MPN/mL)),0.097854614
log(Filtered UVT_Grab (%)),log(E-coli (MPN/mL)),0.006153041
log(E-coli (MPN/mL)),log(E-coli (MPN/mL)),NA
log(Fecal (MPN/mL)),log(E-coli (MPN/mL)),0.02732292
Cumulative 3-day pre-sampling-day precip (mm),log(E-coli (MPN/mL)),0.067287528
log(Mean temp (K)),log(E-coli (MPN/mL)),2.57E-06
Adeno_logGCpermLsample,log(Fecal (MPN/mL)),0.000293719
CrAss_logGCpermLsample,log(Fecal (MPN/mL)),0.001076979
PMMV_logGCpermLsample,log(Fecal (MPN/mL)),1
uidA_logGCpermLsample,log(Fecal (MPN/mL)),0.084362118
log(Raw Flow (MLD)),log(Fecal (MPN/mL)),0.19761732
log(TS (mg/L)),log(Fecal (MPN/mL)),0.19761732
pH_Grab,log(Fecal (MPN/mL)),0.03916288
log(Turbidity (NTU)),log(Fecal (MPN/mL)),0.00178184
log(TSS (mg/L)),log(Fecal (MPN/mL)),2.57E-06
log(BOD (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(cBOD (mg/L)),log(Fecal (MPN/mL)),0.510729215
log(sCOD (mg/L)),log(Fecal (MPN/mL)),1
log(COD (mg/L)),log(Fecal (MPN/mL)),1
log(NH4-N (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(NOx-N (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(PO4-P (mg/L)),log(Fecal (MPN/mL)),0.00178184
log(TP (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(TOC (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(TN (mg/L)),log(Fecal (MPN/mL)),0.19761732
log(Grab Flow (MLD)),log(Fecal (MPN/mL)),0.19761732
log(Grab Temp (C)),log(Fecal (MPN/mL)),2.57E-06
log(Filtered UVT_Grab (%)),log(Fecal (MPN/mL)),1
log(E-coli (MPN/mL)),log(Fecal (MPN/mL)),0.02732292
log(Fecal (MPN/mL)),log(Fecal (MPN/mL)),NA
Cumulative 3-day pre-sampling-day precip (mm),log(Fecal (MPN/mL)),0.417787005
log(Mean temp (K)),log(Fecal (MPN/mL)),0.19761732
Adeno_logGCpermLsample,Cumulative 3-day pre-sampling-day precip (mm),0.665739686
CrAss_logGCpermLsample,Cumulative 3-day pre-sampling-day precip (mm),0.431578746
PMMV_logGCpermLsample,Cumulative 3-day pre-sampling-day precip (mm),0.004732743
uidA_logGCpermLsample,Cumulative 3-day pre-sampling-day precip (mm),0.796112856
log(Raw Flow (MLD)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(TS (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
pH_Grab,Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(Turbidity (NTU)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(TSS (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),1
log(BOD (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(cBOD (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.001193467
log(sCOD (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(COD (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(NH4-N (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(NOx-N (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(PO4-P (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.417787005
log(TP (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.417787005
log(TOC (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(TN (mg/L)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(Grab Flow (MLD)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(Grab Temp (C)),Cumulative 3-day pre-sampling-day precip (mm),0.39211222
log(Filtered UVT_Grab (%)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
log(E-coli (MPN/mL)),Cumulative 3-day pre-sampling-day precip (mm),0.067287528
log(Fecal (MPN/mL)),Cumulative 3-day pre-sampling-day precip (mm),0.417787005
Cumulative 3-day pre-sampling-day precip (mm),Cumulative 3-day pre-sampling-day precip (mm),NA
log(Mean temp (K)),Cumulative 3-day pre-sampling-day precip (mm),0.003094087
Adeno_logGCpermLsample,log(Mean temp (K)),0.185313175
CrAss_logGCpermLsample,log(Mean temp (K)),0.457295869
PMMV_logGCpermLsample,log(Mean temp (K)),0.00292729
uidA_logGCpermLsample,log(Mean temp (K)),0.304428365
log(Raw Flow (MLD)),log(Mean temp (K)),0
log(TS (mg/L)),log(Mean temp (K)),0
pH_Grab,log(Mean temp (K)),0.19761732
log(Turbidity (NTU)),log(Mean temp (K)),0.53313536
log(TSS (mg/L)),log(Mean temp (K)),0.02732292
log(BOD (mg/L)),log(Mean temp (K)),0
log(cBOD (mg/L)),log(Mean temp (K)),2.57E-06
log(sCOD (mg/L)),log(Mean temp (K)),0.00178184
log(COD (mg/L)),log(Mean temp (K)),0.00178184
log(NH4-N (mg/L)),log(Mean temp (K)),0
log(NOx-N (mg/L)),log(Mean temp (K)),0
log(PO4-P (mg/L)),log(Mean temp (K)),0.00178184
log(TP (mg/L)),log(Mean temp (K)),0.03916288
log(TOC (mg/L)),log(Mean temp (K)),0
log(TN (mg/L)),log(Mean temp (K)),0
log(Grab Flow (MLD)),log(Mean temp (K)),0.19761732
log(Grab Temp (C)),log(Mean temp (K)),0.316642915
log(Filtered UVT_Grab (%)),log(Mean temp (K)),0.00178184
log(E-coli (MPN/mL)),log(Mean temp (K)),2.57E-06
log(Fecal (MPN/mL)),log(Mean temp (K)),0.19761732
Cumulative 3-day pre-sampling-day precip (mm),log(Mean temp (K)),0.003094087
log(Mean temp (K)),log(Mean temp (K)),NA
